,T_obs,p_true,p_perm,q_perm_BH,q_perm_Lee
g__Howardella;,0.3905014403907296,0.6963573904595056,0.7152847152847153,0.9128810583356037,1.0
g__Hungatella;,0.521523362818823,0.6022682628147854,0.6103896103896104,0.8924385223317608,1.0
g__Hydrogenoanaerobacterium;,2.0141093734251796,0.04461457961830098,0.03696303696303696,0.4228549228549228,1.0
g__Incertae_Sedis;,-0.3209083413288273,0.7484343216365353,0.7472527472527473,0.9128810583356037,1.0
g__Intestinibacter;,-0.14300649826684406,0.8863514188107784,0.8861138861138861,0.9488999064595882,1.0
g__Intestinimonas;,-0.36059688264169043,0.7185762595897323,0.7442557442557443,0.9128810583356037,1.0
g__Izemoplasmatales;,3.7323248196454077,0.00021495611308707704,0.000999000999000999,0.06676656676656677,0.309
g__Klebsiella;,-0.7867627474765353,0.4318501611916893,0.45754245754245754,0.8407198182982936,1.0
g__Lachnoclostridium;,-0.873700183337392,0.38276472748616286,0.38161838161838163,0.8407198182982936,1.0
g__Lachnospira;,1.788434139844799,0.07440339833356753,0.07192807192807193,0.5517689857312499,1.0
g__Lachnospiraceae_FCS020_group;,-0.25240927122541057,0.8008442305974276,0.7972027972027972,0.9292974467393073,1.0
