,T_obs,p_true,p_perm,q_perm_BH,q_perm_Lee
bc9350a59b80d8d6ba12aa3b47ef571d,2.202769082352874,0.028135960188049015,0.03796203796203796,0.5311069882498454,1.0
2ee657e8d73105fdb87313a047117230,-0.0339307339310034,0.9729479845543954,0.981018981018981,0.999085671676239,1.0
4a5d2a184f229de74e17565e4c13a7d9,0.9380413723295612,0.3487448724323928,0.3006993006993007,0.8192140576613773,1.0
990ca7dc83ec1f7499b25325f985cce0,0.01793557136560016,0.9856984940549723,0.984015984015984,0.999085671676239,1.0
e2f6a531bc64c892b56a06d2aed991f7,0.15637131556692324,0.8758130571511817,0.8831168831168831,0.9933374435671526,1.0
f2cbb29998f80ea0d81f9cde98ee136e,-0.28805256344088126,0.7734440114763381,0.7882117882117882,0.9721940527985867,1.0
3efbc4ad0134e63d59a6feea192d971b,0.954821302270444,0.34019958904459136,0.33766233766233766,0.8378817128817129,1.0
26547c96837ae7efcfa67fca0cc71140,-0.7125733326686642,0.4764927321236755,0.45054945054945056,0.9000334807661807,1.0
a0d65b09727273e1349cbd2566ce2f63,1.455870822945906,0.1461513177944523,0.13286713286713286,0.692134107027724,1.0
4f334be4123a36681c1ab5f8a0ab86d1,-1.1805524973010206,0.2384271472135277,0.2677322677322677,0.8192140576613773,1.0
7ce20dc0d050d5b02daef50d77765562,-0.25907864987362644,0.7956973943401661,0.8051948051948052,0.9783549783549784,1.0
2ee585c245a593473acb21bdf1d7a460,-1.404216487100813,0.16096960034900143,0.1928071928071928,0.7414496498266131,1.0
0eebf22536faa70d10968eb4972b2736,-0.7280347500146663,0.4669849164510984,0.4485514485514486,0.9000334807661807,1.0
3fd0c1aebeadfd9c4f8a66a6680b310f,0.4379571997708847,0.6616351964008358,0.6453546453546454,0.9537484648148633,1.0
fef4a37f1f4d24a6c91f5caf8fbaa33d,2.2645962402751345,0.024029968171329238,0.03496503496503497,0.5136363636363637,1.0
747a284c95e1af0ec02d6582f6565774,0.8330317645724598,0.4052850043658409,0.4145854145854146,0.8738298738298739,1.0
ce7cc0aa3d6a0b34126c07470200a950,2.327017614753973,0.02042361810825828,0.024975024975024976,0.4891774891774892,1.0
2db5ff795ad81b820216c1b79a1df48a,0.42491466337935807,0.6711094688300876,0.6883116883116883,0.9599128486970144,1.0
4aa4221f072ef60f79e7921e799750c0,-0.6727634265549054,0.501455851126831,0.46653346653346656,0.9092110003602738,1.0
5637d394610c0babc11f8cd08ec29efe,1.0527406176753125,0.29304565040647795,0.26673326673326675,0.8192140576613773,1.0
0b9d6ae30698fe3144a187eaaafdaef8,0.7240567331935647,0.4694210142614563,0.46553446553446554,0.9092110003602738,1.0
e31c7e269125382d9bd6ee8fcc1fde21,0.39298047220564597,0.6945268581795925,0.7202797202797203,0.964119654595845,1.0
d331c54836ce2164d5d51154f369d9a4,2.5695884535153297,0.010514823295946715,0.012987012987012988,0.423953823953824,1.0
3aef8bb7f47464bd8c11e5692ab3975f,1.2207589502946279,0.22284011222544428,0.22377622377622378,0.7789745799224472,1.0
a43ac195ae760513c79622ac9ac6ff2d,-0.21338619072670012,0.8311259529367405,0.8481518481518482,0.9833741633268074,1.0
e3c28faece4585e778db850bfcb56248,0.13336438999589914,0.8939670219787517,0.8931068931068931,0.993884422455851,1.0
7cd4efa29b942711d9a324e442bd9268,-1.0482287109245954,0.29511663490551177,0.3096903096903097,0.825487012987013,1.0
222e21f6500d5e0aa66f371387a91193,-1.36154923238528,0.17404658008589585,0.16983016983016982,0.707342518976868,1.0
29e1d7cb0e776b057206d57fd329c761,-1.0577992860748096,0.29073536629769503,0.26873126873126874,0.8192140576613773,1.0
4020df7deec186db39e3dfad22abfa46,-0.2898559869092944,0.7720648443048747,0.7732267732267732,0.9705248416284642,1.0
d1cf1d11d3e2b5a8fe82b718b6fadc2d,-2.269355379365093,0.02373670286283269,0.02097902097902098,0.4669421487603306,1.0
