,T_obs,p_true,p_perm,q_perm_BH,q_perm_Lee
s__unknown_1301;,1.5895170420458407,0.11267187337619987,0.10989010989010989,0.6469182990922121,1.0
s__unknown_1303;,0.18653536432595197,0.8521121096740757,0.8411588411588412,0.9794233187549383,1.0
s__unknown_1304;,-1.131252301290902,0.25857362160058583,0.2937062937062937,0.8013696045505191,1.0
s__unknown_130;,0.9623362783478175,0.3364165721570924,0.33266733266733267,0.8378156852124535,1.0
s__unknown_1310;,0.7054069623174002,0.4809354396746214,0.5174825174825175,0.9168717880058086,1.0
s__unknown_1311;,1.789533556435005,0.07422604678747721,0.07392607392607392,0.5853561643035327,1.0
s__unknown_1313;,0.22959809332419012,0.8185122549604569,0.8301698301698301,0.9794233187549383,1.0
s__unknown_1314;,2.1590329465261915,0.03139497568282463,0.017982017982017984,0.43633785569269445,1.0
s__unknown_1316;,0.6543705213878637,0.513219730517438,0.5254745254745254,0.9168717880058086,1.0
s__unknown_131;,1.4621418633706096,0.1444260499869141,0.13086913086913088,0.6712000121091031,1.0
s__unknown_1321;,0.011267496152903938,0.9910152065005244,0.986013986013986,0.9961590006133436,1.0
s__unknown_1327;,-1.603924775047691,0.10945807587698615,0.12187812187812187,0.6603475264892588,1.0
s__unknown_1328;,-0.08328461761638459,0.9336636306023381,0.9370629370629371,0.9935655573870139,1.0
s__unknown_1329;,0.9102728421885893,0.3631839015229462,0.3786213786213786,0.8593804898505061,1.0
s__unknown_132;,-1.1769261593127331,0.23987004646029528,0.2707292707292707,0.8013696045505191,1.0
s__unknown_1338;,-2.533474740366266,0.01164476963125186,0.01098901098901099,0.4089398973119904,1.0
s__unknown_133;,-1.4002333620820937,0.16215792296059386,0.1958041958041958,0.7344013327392829,1.0
s__unknown_1342;,-0.7231657173608895,0.46996762838806716,0.46553446553446554,0.899235406949292,1.0
s__unknown_1348;,0.48341246880148214,0.629046686634928,0.6073926073926074,0.9452983797811384,1.0
s__unknown_134;,-0.7239993161653173,0.469456227420069,0.45054945054945056,0.8958061028545611,1.0
s__unknown_1353;,-0.6430318875354042,0.5205429941399431,0.5534465534465535,0.9236789941528701,1.0
s__unknown_1354;,-0.9718862257804222,0.3316484966976607,0.34465534465534464,0.8378156852124535,1.0
s__unknown_1358;,0.15224149124645428,0.8790672180281209,0.8721278721278721,0.9860945372167317,1.0
s__unknown_135;,0.44329521363986946,0.6577731096113963,0.6463536463536463,0.9500737357880216,1.0
s__unknown_1367;,1.9976224855425995,0.04638132093389352,0.025974025974025976,0.45088245088245094,1.0
s__unknown_136;,0.8386561302517941,0.40212396949481777,0.41358641358641357,0.8682108589085332,1.0
s__unknown_1373;,-0.3448568062327921,0.7303690828203354,0.7192807192807192,0.9605201219932098,1.0
s__unknown_1375;,0.587336293543148,0.5572833001046456,0.5894105894105894,0.9411107760164366,1.0
s__unknown_1379;,0.30987389384414527,0.7568055894165688,0.7452547452547452,0.9605201219932098,1.0
s__unknown_137;,2.3344650442944546,0.02002670066917841,0.024975024975024976,0.45088245088245094,1.0
s__unknown_1381;,1.6050447218368733,0.10921133739989439,0.12687312687312688,0.6632672346958062,1.0
s__unknown_1383;,1.3351376770765695,0.18253117002477107,0.1998001998001998,0.7387810079102956,1.0
