"d"
2.51387319081167
2.30809230707607
2.08492135164975
1.57056827363697
1.80370729789766
3.07228512934209
1.60169103502123
2.27996447416183
1.55758516807351
1.86891941283453
1.6120350008174
2.22516816698575
2.13694434889311
2.09230299484838
2.23551810413293
2.46677516622046
2.41373923009818
2.31448315707147
1.54173274919957
1.71790051486789
2.23617506346957
2.23242525296162
1.78428132802375
2.40899662242993
2.2063064024265
2.2366930108865
1.84933552135452
1.89003663005409
2.03957562598586
1.69906443289274
1.70353408073035
1.81179350642492
1.73026226223006
1.98863271605281
2.1502253214859
1.46650329644579
1.84488426889923
1.29004854772046
2.00211362607698
1.75697366363937
