source,component,diag_mean,diag_std,diag_min,diag_max
SE,Theta,0.3669468113423725,0.10970306682658126,0.124710241493212,0.573619224370042
SE,L,0.019372816426328855,0.014469945489973907,-0.0049516873404008,0.0536680189011744
SE,Omega,0.3475739949160436,0.09908725628676938,0.129661928833612,0.535102699457219
Python,Theta,0.36797632932920465,0.1056322960664304,0.14067767735684833,0.5655334793562352
Python,L,0.022484975046874682,0.01315737288373508,0.0031198359147404857,0.05522480162081584
Python,Omega,0.34549135428232997,0.09740590956725752,0.12734329113966958,0.5254886647562557
